Topic,Topic.1,Topic.2,Topic.3,Topic.4,Topic.5,Topic.6,Topic.7,Topic.8,Topic.9
0.54991,0.05001,0.05001,0.05001,0.05,0.05001,0.05001,0.05001,0.05002,0.05001
0.1178,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.15769,0.70895
6.4e-4,0.7555,6.4e-4,6.4e-4,6.4e-4,6.4e-4,6.4e-4,6.4e-4,0.20016,0.03986
0.00101,0.00101,0.63099,0.28169,0.00101,0.00101,0.00101,0.00101,0.00101,0.08025
0.07505,1.7e-4,0.01371,1.7e-4,0.10719,1.7e-4,1.7e-4,1.7e-4,0.44771,0.35552
6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,0.99375,6.9e-4
2.8e-4,2.8e-4,0.27871,0.27314,2.8e-4,0.33938,2.8e-4,0.10708,2.8e-4,2.8e-4
5.3e-4,5.3e-4,0.24091,0.26434,0.0751,0.41647,5.3e-4,5.3e-4,5.3e-4,5.3e-4
8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4,0.76142,8.9e-4,8.9e-4,0.23144,8.9e-4
0.59746,5.1e-4,0.25771,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,0.14129,5.1e-4
0.50701,0.00286,0.00286,0.00286,0.00286,0.00286,0.00286,0.47013,0.00286,0.00286
0.00147,0.00147,0.40926,0.00147,0.00147,0.0677,0.00147,0.32579,0.18842,0.00147
5.1e-4,5.1e-4,0.235,0.32873,5.1e-4,5.1e-4,5.1e-4,0.12332,5.1e-4,0.3099
0.38249,4.6e-4,0.61382,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4
6e-4,6e-4,0.10953,6e-4,0.13999,6e-4,0.51056,6e-4,0.23631,6e-4
0.26929,4.5e-4,0.15483,4.5e-4,0.08649,4.5e-4,0.02803,4.5e-4,4.5e-4,0.45912
1.7e-4,0.65667,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.05881,0.28337
1.2e-4,1.2e-4,0.41829,1.2e-4,1.2e-4,1.2e-4,1.2e-4,1.2e-4,0.00936,0.57153
0.07652,3.9e-4,0.22941,3.9e-4,0.03775,3.9e-4,3.9e-4,3.9e-4,0.07428,0.58009
7.8e-4,7.8e-4,0.06412,0.44945,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4,0.48096
0.1591,2.9e-4,2.9e-4,0.10463,2.9e-4,0.29133,2.9e-4,2.9e-4,0.18569,0.25783
1e-4,1e-4,1e-4,0.19269,0.02748,0.10442,1e-4,1e-4,1e-4,0.67482
0.09777,3.3e-4,3.3e-4,0.22038,3.3e-4,3.3e-4,3.3e-4,0.11164,0.30636,0.26218
0.05743,1.4e-4,0.00495,1.4e-4,0.26743,1.4e-4,1.4e-4,0.00802,0.02932,0.63227
0.3942,4.6e-4,4.6e-4,0.23317,4.6e-4,4.6e-4,4.6e-4,0.17329,0.07738,0.11968
2.1e-4,2.1e-4,0.1135,0.02899,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.72596,0.13031
0.05455,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,0.94253
0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.00121,0.98915
2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.99785
2e-4,0.0155,0.04245,2e-4,2e-4,2e-4,2e-4,0.33849,0.06536,0.53718
1.2e-4,1.2e-4,1.2e-4,0.15908,1.2e-4,1.2e-4,1.2e-4,1.2e-4,1.2e-4,0.83996
2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.99783
2.5e-4,2.5e-4,0.02684,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.9712
2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.99783
2.6e-4,0.00971,2.6e-4,2.6e-4,2.6e-4,2.6e-4,0.22089,2.6e-4,2.6e-4,0.76762
2.2e-4,0.02041,0.0084,2.2e-4,2.2e-4,2.2e-4,0.05469,2.2e-4,2.2e-4,0.91518
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.99833
0.01001,0.01,0.01,0.01,0.01001,0.01,0.01,0.01,0.01,0.90997
0.00103,0.00103,0.00103,0.00103,0.05904,0.00103,0.00103,0.00103,0.00103,0.93272
0.10293,2.5e-4,2.5e-4,2.5e-4,0.01887,2.5e-4,0.25487,2.5e-4,0.11104,0.51101
0.08572,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,0.91188
1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.99849
2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,0.99799
0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.99167
1.6e-4,1.6e-4,0.02387,1.6e-4,1.6e-4,1.6e-4,0.01144,1.6e-4,1.6e-4,0.9636
1.1e-4,1.1e-4,0.02328,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,0.97587
1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,0.99837
2.8e-4,2.8e-4,0.03675,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.96099
0.06843,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,0.92825
0.27109,0.1004,0.024140000000000002,0.2741,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.06325,0.26588
0.05113,0.33496,0.05709,0.13453,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.42144,1.7e-4
2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.3292,2.8e-4,0.66858
0.07787,2.9e-4,0.38202,2.9e-4,0.09161,2.9e-4,2.9e-4,2.9e-4,2.9e-4,0.44674
0.00217,0.00217,0.00217,0.00217,0.00218,0.00217,0.00217,0.00217,0.19989,0.78271
2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.16863,2.5e-4,0.55472,2.5e-4,0.27491
1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,0.59354,1.4e-4,1.4e-4,0.12648,0.27899
0.08213,0.04715,0.26124000000000003,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,3.3e-4,0.6075
2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.0087,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.98948
2.5e-4,2.5e-4,2.5e-4,0.20656,0.18828,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.60342
0.00829,1.2e-4,1.2e-4,0.04818,1.2e-4,0.54675,1.2e-4,1.2e-4,1.2e-4,0.39607
4.8e-4,4.8e-4,0.30711,0.34332,4.8e-4,4.8e-4,4.8e-4,4.8e-4,4.8e-4,0.34619
0.25623,6e-5,6e-5,0.00446,6e-5,6e-5,6e-5,0.12415,0.48124,0.13361
3.9e-4,3.9e-4,3.9e-4,3.9e-4,3.9e-4,0.1907,3.9e-4,0.54527,3.9e-4,0.2613
1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.99913
2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.05087,2.3e-4,2.3e-4,2.3e-4,0.94726
4.3e-4,4.3e-4,0.44129,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4,0.07987,0.47579
0.28385,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,0.71386
0.13096,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,6.9e-4,0.86348
2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.01892,2.4e-4,2.4e-4,0.97913
0.96435,0.0013,0.02526,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1.7e-4,1.7e-4,0.52869,0.03008,1.7e-4,0.25496,1.7e-4,0.06704,1.7e-4,0.11839
0.28155,0.16795,8.4e-4,8.4e-4,8.4e-4,8.4e-4,0.43206,8.4e-4,8.4e-4,0.1134
3.5e-4,0.68726,0.26655,0.04371,3.5e-4,3.5e-4,3.5e-4,3.5e-4,3.5e-4,3.5e-4
0.409,0.00303,0.45085,0.00303,0.00303,0.00303,0.11893,0.00303,0.00303,0.00303
3.1e-4,3.1e-4,3.1e-4,0.99717,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4
0.11103,6.5e-4,6.5e-4,0.52283,6.5e-4,6.5e-4,6.5e-4,6.5e-4,0.36162,6.5e-4
4.1e-4,4.1e-4,4.1e-4,0.15085,4.1e-4,4.1e-4,0.04719,4.1e-4,4.1e-4,0.79908
0.18089,0.00156,0.19476,0.61341,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156
0.34109,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.60176,0.00714
0.00714,0.00714,0.00714,0.49615,0.27314,0.00714,0.00714,0.00714,0.00714,0.1807
0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12315,0.41683
0.19898,4.2e-4,0.31038,4.2e-4,0.11012,0.14496,0.02396,4.2e-4,4.2e-4,0.20993
6.2e-4,6.2e-4,0.46278,0.40344,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,0.12943
0.93773,0.00182,0.00182,0.00182,0.00182,0.00182,0.00182,0.00182,0.04772,0.00182
0.24588,7e-4,7e-4,0.24382,0.09714,0.13284,7e-4,7e-4,0.15114,0.12635
0.98861,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127
0.98,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222,0.00222
0.9775,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
0.98302,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189
0.93613,0.00179,0.00179,0.00179,0.00179,0.00179,0.00179,0.00179,0.04958,0.00179
0.982,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.99753,2.7e-4,2.7e-4,2.7e-4,2.7e-4
3.4e-4,3.4e-4,0.76673,0.21394,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.01697
0.12498,4.6e-4,0.029,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,0.84281,4.6e-4
0.06221,4.7e-4,0.09155,4.7e-4,4.7e-4,4.7e-4,4.7e-4,4.7e-4,0.84292,4.7e-4
0.83273,9.1e-4,9.1e-4,9.1e-4,9.1e-4,9.1e-4,9.1e-4,9.1e-4,0.10375,0.05715
0.3147,5.7e-4,5.7e-4,0.32509,5.7e-4,5.7e-4,5.7e-4,0.32308,0.03373,5.7e-4
0.02097,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.1549,0.82147
0.51081,0.00588,0.00588,0.2543,0.19371,0.00588,0.00588,0.00588,0.00588,0.00588
3.2e-4,3.2e-4,0.61849,0.30035,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.07893,3.2e-4
0.67832,0.00101,0.00101,0.1819,0.00101,0.00101,0.00101,0.00101,0.13271,0.00101
0.99062,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104
0.98784,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135
0.98902,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122,0.00122
0.99151,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4,9.4e-4
0.99224,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4,8.6e-4
0.98816,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132
0.98676,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147
0.98448,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172
0.98714,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143
0.96896,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345,0.00345
0.70116,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.28788
0.97804,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244
0.97096,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323,0.00323
0.96785,0.00357,0.00357,0.00357,0.00357,0.00357,0.00357,0.00357,0.00357,0.00357
0.8657,8.7e-4,8.7e-4,8.7e-4,8.7e-4,8.7e-4,8.7e-4,8.7e-4,8.7e-4,0.12735
0.98043,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217,0.00217
0.98695,0.00145,0.00145,0.00145,0.00145,0.00145,0.00145,0.00145,0.00145,0.00145
0.84987,0.00119,0.00119,0.14061,0.00119,0.00119,0.00119,0.00119,0.00119,0.00119
0.98301,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189
0.79671,0.00093000000000000005,0.04678,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.00093000000000000005,0.14997,0.00093000000000000005
0.95907,0.00118,0.03152,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118,0.00118
0.98615,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154
0.9065,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.08017
0.11498,3.6e-4,3.6e-4,3.6e-4,0.1236,3.6e-4,3.6e-4,0.75891,3.6e-4,3.6e-4
2.1e-4,2.1e-4,0.26226,0.40903,2.1e-4,2.1e-4,0.32725,2.1e-4,2.1e-4,2.1e-4
0.0102,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,0.0555,0.01426,1.1e-4,0.91939
0.17295,5.7e-4,0.16664,0.62934,0.02764,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4
2e-4,2e-4,0.11064,2e-4,0.03113,0.09963,0.43054,2e-4,2e-4,0.32704
1.8e-4,0.08982,1.8e-4,1.8e-4,1.8e-4,1.8e-4,1.8e-4,0.84505,1.8e-4,0.06389
0.13883,9.6e-4,0.66676,0.18768,9.6e-4,9.6e-4,9.6e-4,9.6e-4,9.6e-4,9.6e-4
0.88747,0.01251,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.01251,0.0125
4.1e-4,4.1e-4,4.1e-4,0.39024,4.1e-4,4.1e-4,0.56825,4.1e-4,4.1e-4,0.03863
1.7e-4,1.7e-4,1.7e-4,0.62786,0.05169,1.7e-4,1.7e-4,1.7e-4,0.31924,1.7e-4
2.1e-4,0.24786,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.6467,0.104
1e-4,0.03212,1e-4,1e-4,1e-4,1e-4,1e-4,0.00698,0.84395,0.11634
0.05286,0.13937,2.2e-4,2.2e-4,2.2e-4,0.09252,2.2e-4,0.02899,0.64907,0.03633
1.6e-4,1.6e-4,1.6e-4,1.6e-4,0.02904,1.6e-4,0.22033,1.6e-4,0.23408,0.51561
1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,0.23669,0.76204
0.01667,0.01667,0.01667,0.84998,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667
1.9e-4,1.9e-4,1.9e-4,0.13759,0.15231,0.62228000000000006,0.03546,1.9e-4,1.9e-4,0.05143
7.9e-4,7.9e-4,0.0565,0.23373,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.70425,7.9e-4
1.3e-4,1.3e-4,0.07293,0.0158,0.01202,1.3e-4,1.3e-4,1.3e-4,0.07831,0.82029
0.04772,0.05184,1.4e-4,0.06225,1.4e-4,0.0377,1.4e-4,1.4e-4,0.10418,0.69573
0.01314,0.03913,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,0.23708,0.70931
4.6e-4,4.6e-4,0.56271,0.4336,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4
8.3e-4,8.3e-4,8.3e-4,0.48479,0.03242,8.3e-4,0.47695,8.3e-4,8.3e-4,8.3e-4
0.33313,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4,0.08704,7.5e-4,0.5746,7.5e-4
0.05525,0.06376,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.87832,3.8e-4
0.05345,0.51221,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.43239,2.8e-4
4.9e-4,4.9e-4,0.47693,0.07995,4.9e-4,0.28337,4.9e-4,4.9e-4,4.9e-4,0.15683
0.24158,0.2952,0.08929,7.9e-4,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.36917,7.9e-4
0.00147,0.00147,0.46789,0.00147,0.00147,0.00147,0.00147,0.00147,0.31963,0.20218
0.32619,0.23311,3.3e-4,0.29123,3.3e-4,0.14749,3.3e-4,3.3e-4,3.3e-4,3.3e-4
4.4e-4,4.4e-4,4.4e-4,0.18416,4.4e-4,0.41536,4.4e-4,4.4e-4,0.3974,4.4e-4
0.14896,0.57146,4.4e-4,0.25573,4.4e-4,4.4e-4,4.4e-4,4.4e-4,4.4e-4,0.0212
0.00143,0.51289,0.00143,0.31772,0.00143,0.00143,0.06353,0.00143,0.09729,0.00143
3e-4,3e-4,0.11994,0.38325,3e-4,3e-4,0.29673,3e-4,0.19825,3e-4
0.001,0.001,0.68491,0.001,0.001,0.30709,0.001,0.001,0.001,0.001
0.13551,0.30889,0.32072,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,0.23244,4.1e-4
2.8e-4,0.45554,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.36358,2.8e-4,0.17892,2.8e-4
0.00143,0.00143,0.00143,0.56209,0.05705,0.00143,0.00143,0.00143,0.37085,0.00143
2.7e-4,0.25961,0.18784,2.7e-4,0.20672,2.7e-4,0.05755,2.7e-4,0.18092,0.10629
0.24729,2.8e-4,0.01724,2.8e-4,0.04983,2.8e-4,0.01593,0.01671,0.65189,2.8e-4
0.06692,0.10554,3.5e-4,3.5e-4,0.5702,3.5e-4,3.5e-4,3.5e-4,0.25522,3.5e-4
0.07352,0.55996,7.9e-4,7.9e-4,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.36096,7.9e-4
0.13866,0.31839,0.00108,0.26199,0.00108,0.00108,0.00108,0.00108,0.27451,0.00108
0.22815,0.5026,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.26689,3.4e-4
5.3e-4,5.3e-4,5.3e-4,0.12005,0.38402,5.3e-4,5.3e-4,5.3e-4,0.49219,5.3e-4
3.9e-4,0.61794,3.9e-4,0.11717,3.9e-4,3.9e-4,3.9e-4,3.9e-4,0.26217,3.9e-4
0.05781,2.8e-4,0.09138,2.8e-4,0.05721,2.8e-4,0.20113,2.8e-4,0.59109,2.8e-4
0.39179,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,0.60327,6.2e-4
0.13544,0.1291,0.26225,2.6e-4,0.10569,2.6e-4,2.6e-4,2.6e-4,0.36621,2.6e-4
0.19769,4.7e-4,4.7e-4,4.7e-4,4.7e-4,0.07666,4.7e-4,4.7e-4,0.63363,0.08922
7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,0.18377,7.6e-4,0.81017,7.6e-4
3.8e-4,3.8e-4,0.14265,3.8e-4,0.02451,3.8e-4,3.8e-4,3.8e-4,0.83021,3.8e-4
0.12934,0.54826,2.8e-4,0.16318,2.8e-4,0.03354,0.00322,2.8e-4,0.12134,2.8e-4
7.4e-4,7.4e-4,7.4e-4,0.08278,7.4e-4,7.4e-4,7.4e-4,7.4e-4,0.9113,7.4e-4
0.1707,2.4e-4,0.03023,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.49353,0.30408
0.36023,4.6e-4,4.6e-4,4.6e-4,0.13706,4.6e-4,4.6e-4,4.6e-4,0.41773,0.08224
0.94374,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
0.12027,0.38479,0.05128,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.08272,0.35989,2.1e-4
0.23989,3.5e-4,3.5e-4,0.16672,3.5e-4,3.5e-4,0.02289,3.5e-4,0.56837,3.5e-4
4.3e-4,0.18819,4.3e-4,4.3e-4,0.32221,4.3e-4,4.3e-4,0.00752,0.47953,4.3e-4
5e-4,0.12717,0.1922,5e-4,0.0656,5e-4,5e-4,0.47487,0.13765,5e-4
4.3e-4,4.3e-4,0.18545,4.3e-4,4.3e-4,4.3e-4,4.3e-4,0.49183,0.31974,4.3e-4
0.20634,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,0.20284,0.58785,4.2e-4
0.44219,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.00161,0.5449,0.00161
0.27294,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,0.72176,6.6e-4
0.34509,2.4e-4,2.4e-4,0.23011,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.4231,2.4e-4
3.6e-4,0.1074,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,0.52844,0.36167
7.5e-4,0.3,7.5e-4,7.5e-4,0.15968,7.5e-4,7.5e-4,7.5e-4,0.50309,0.03273
4.4e-4,0.13402,0.53406,4.4e-4,0.08924,4.4e-4,4.4e-4,4.4e-4,0.24006,4.4e-4
1.9e-4,0.00812,1.9e-4,0.02063,0.0589,0.54122,1.9e-4,0.25735,0.11303,1.9e-4
3.8e-4,0.17593,0.42974,0.11921,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.27283,3.8e-4
0.09001,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4,3.1e-4,0.90755,3.1e-4
2.2e-4,0.49747,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,0.16311,0.33787
0.1432,4.7e-4,4.7e-4,4.7e-4,4.7e-4,0.73197,4.7e-4,4.7e-4,0.12157,4.7e-4
6.2e-4,6.2e-4,6.2e-4,6.2e-4,0.02905,6.2e-4,6.2e-4,6.2e-4,0.96601,6.2e-4
0.07375,0.24278,5.6e-4,5.6e-4,5.6e-4,0.01982,5.6e-4,5.6e-4,0.59749,0.06334
0.07006,3.7e-4,3.7e-4,0.15542,3.7e-4,0.19155,3.7e-4,3.7e-4,0.58073,3.7e-4
3.6e-4,0.1339,0.18918,3.6e-4,0.61839,3.6e-4,3.6e-4,3.6e-4,3.6e-4,0.05634
5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,0.99467,5.9e-4
1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,0.31911,0.68002
0.19639,0.15169,0.14277,0.10588,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.40167,3.2e-4
0.03982,0.53605,4.1e-4,4.1e-4,0.2208,0.05502,4.1e-4,4.1e-4,0.14627,4.1e-4
6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,0.99434,6.3e-4
7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.04918,7.9e-4,7.9e-4,7.9e-4,0.94446,7.9e-4
0.12883,0.24956,2.7e-4,0.24328,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.37673,2.7e-4
0.09491,4.2e-4,0.63715,4.2e-4,4.2e-4,4.2e-4,4.2e-4,0.21159,0.05384,4.2e-4
0.13498,6.9e-4,6.9e-4,6.9e-4,0.11108,6.9e-4,0.53363,6.9e-4,0.2162,6.9e-4
3.8e-4,0.16722,0.2038,0.10632,0.22919,3.8e-4,3.8e-4,3.8e-4,0.29159,3.8e-4
4.3e-4,4.3e-4,4.3e-4,0.0942,4.3e-4,0.20266,4.3e-4,0.70009,4.3e-4,4.3e-4
0.02303,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,0.50528,0.30115,0.16833
0.92499,0.00833,0.00834,0.00834,0.00833,0.00833,0.00833,0.00833,0.00834,0.00833
0.46016,9.4e-4,0.0907,0.27395,9.4e-4,9.4e-4,0.14374,9.4e-4,9.4e-4,0.02673
0.22916,5.2e-4,5.2e-4,0.25257,5.2e-4,0.20927,5.2e-4,5.2e-4,0.23272,0.07369
0.00109,0.00109,0.11161,0.00109,0.00109,0.00109,0.00109,0.00109,0.87969,0.00109
2.8e-4,0.18046,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.81731,2.8e-4
0.07909,4.3e-4,0.06957,4.3e-4,4.3e-4,4.3e-4,4.3e-4,4.3e-4,0.84834,4.3e-4
4.6e-4,0.15646,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,4.6e-4,0.83989,4.6e-4
3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4,0.25624,3.8e-4,3.8e-4,0.48119,0.25991
0.17363,0.17796,5.8e-4,0.64436,5.8e-4,5.8e-4,5.8e-4,5.8e-4,5.8e-4,5.8e-4
3.7e-4,3.7e-4,0.581,3.7e-4,3.7e-4,3.7e-4,0.29929,3.7e-4,3.7e-4,0.11714
1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,0.99874
0.32923,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,5.1e-4,0.14253,0.52465
0.13918,5.1e-4,5.1e-4,0.29527,5.1e-4,5.1e-4,5.1e-4,0.46743,0.09509,5.1e-4
4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,4.1e-4,0.99628,4.1e-4
0.13653,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,0.7562,0.10387
0.14331,7.6e-4,0.38921,0.4147,7.6e-4,7.6e-4,7.6e-4,0.04821,7.6e-4,7.6e-4
4.4e-4,4.4e-4,0.08907,4.4e-4,0.85745,0.05037,4.4e-4,4.4e-4,4.4e-4,4.4e-4
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.07185,0.87104,1.9e-4,0.0558
2.3e-4,2.3e-4,2.3e-4,0.13398,0.08889,2.3e-4,2.3e-4,0.10251,0.67322,2.3e-4
